comment_id,comment_link,who_type,who_name,what,why,issues,scientific_legal_support,pdf_attachments_present,pdf_attachments_count
FSIS-2011-0012-1155,https://www.regulations.gov/comment/FSIS-2011-0012-1155,anonymous,Unknown,Reject or delay the rule change regarding increased line speed for slaughter and fewer USDA inspectors,"Concerned about the negative impacts on animal welfare due to increased line speed and reduced monitoring by USDA inspectors. Increased speed could lead to more injuries and improper deaths of animals, while fewer inspectors could result in less detection and resolution of inhumane treatment.","Animal welfare risks due to increased line speed, Reduced effectiveness of USDA inspections, Potential increase in improper animal deaths",No,No,0
FSIS-2011-0012-1153,https://www.regulations.gov/comment/FSIS-2011-0012-1153,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and response to inhumane handling.","Animal welfare risks due to increased line speeds, Inadequate study of animal welfare impacts, Reduced detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1154,https://www.regulations.gov/comment/FSIS-2011-0012-1154,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and inhumane deaths among birds. Additionally, fewer USDA inspectors could result in decreased detection and management of inhumane handling.","Animal welfare risks due to increased line speeds, Inadequate study of animal welfare impacts, Reduced detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1157,https://www.regulations.gov/comment/FSIS-2011-0012-1157,individual,Unknown,Requests rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned about the impact of increased line speeds on animal welfare, which could lead to more injuries like bruises and fractures, and instances of birds dying in ways other than by prescribed methods of slaughter. Also concerned that fewer USDA inspectors monitoring carcasses will reduce the detection and proper handling of inhumane treatment of birds.","Animal welfare in poultry slaughter, Inadequate study of live bird handling under new inspection proposal, Reduced monitoring by USDA inspectors",No,No,0
FSIS-2011-0012-1156,https://www.regulations.gov/comment/FSIS-2011-0012-1156,anonymous,Unknown,Requests to stop the cruel treatment of chickens and farm animals,"Believes that chickens and farm animals are sentient beings with feelings and intelligence, deserving of love and respect, regardless of their use as food","Animal cruelty in farming, Ethical treatment of farm animals",No,No,0
FSIS-2011-0012-1158,https://www.regulations.gov/comment/FSIS-2011-0012-1158,anonymous,Unknown,Requests more protection and more humane methods for animals,Concerned about the suffering and mistreatment of animals,"Animal suffering, Inhumane treatment of animals",No,No,0
FSIS-2011-0012-1160,https://www.regulations.gov/comment/FSIS-2011-0012-1160,anonymous,Unknown,Reject or delay the rule change until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speed poses a risk to animal welfare by potentially increasing the incidence of severe pain and injuries like fractures, and of birds dying in ways other than by prescribed methods of slaughter (e.g., being drowned in the scalding tank). Fewer USDA inspectors monitoring carcasses means less opportunity for signs that birds have been inhumanely handled to be detected and dealt with properly.","Animal welfare risks due to increased line speed, Inadequate monitoring of animal handling by USDA inspectors",No,No,0
FSIS-2011-0012-1159,https://www.regulations.gov/comment/FSIS-2011-0012-1159,anonymous,Unknown,Requests rejection or delay of the proposed rule change until animal welfare concerns can be adequately studied,"Concerned that fewer USDA inspectors and increased line speeds will lead to greater danger of missing signs of inhumane handling of birds, resulting in cruel methods of slaughter such as drowning in scalding tanks. Emphasizes that the proposed changes could cause birds to suffer horrific and painful deaths, which are not prescribed methods of slaughter.","Inhumane handling of poultry, Animal welfare concerns in slaughter processes, Potential increase in cruel slaughter methods",No,No,0
FSIS-2011-0012-1163,https://www.regulations.gov/comment/FSIS-2011-0012-1163,individual,ACaring.Citizen@Yahoo.com,Requests not to pass the rule of speeding up inspection lines,Concerned about the humane treatment of animals on the inspection line,"Humane treatment of animals, Speed of inspection lines",No,No,0
FSIS-2011-0012-1162,https://www.regulations.gov/comment/FSIS-2011-0012-1162,anonymous,Unknown,Reject or delay the poultry slaughter inspection proposal,"The impact on animal welfare has not been adequately studied, and increased line speeds could lead to more injuries and improper deaths of birds. Fewer USDA inspectors could result in decreased detection and response to inhumane handling of birds.","Animal welfare risks due to increased line speeds, Inadequate detection of inhumane handling due to fewer USDA inspectors",No,No,0
FSIS-2011-0012-1161,https://www.regulations.gov/comment/FSIS-2011-0012-1161,individual,Alan Haggard,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that increased line speeds in poultry processing could lead to more injuries like bruises and fractures among birds, and instances of birds dying in ways other than prescribed methods of slaughter, such as drowning in scalding tanks. Also worried that fewer USDA inspectors on site would reduce the detection and proper handling of inhumane treatment of birds.","Animal welfare in poultry processing, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
FSIS-2011-0012-1164,https://www.regulations.gov/comment/FSIS-2011-0012-1164,anonymous,Unknown,Requests the rejection or delay of the poultry slaughter inspection proposal until the issue of animal welfare can be adequately studied and any potential negative consequences addressed,"Concerned that the increased line speed under the new proposal could lead to more injuries like bruises and fractures among birds, and increase instances of birds dying in ways not prescribed by slaughter methods (e.g., drowning in the scalding tank). Also worried that fewer USDA inspectors monitoring carcasses will reduce the detection and handling of inhumane treatment of birds.","Animal welfare in poultry slaughter, Increased line speed risks, Reduced USDA inspector oversight",No,No,0
